Altium Designer Pick and Place Locations
C:\Users\john lin\SVN\MB1381\Trunk\03-Manufacturing\MB1381B_PCB\Assembly\MB1381-B01_PickandPlace.txt

========================================================================================================================
File Design Information:

Date:       09/07/18
Time:       14:07
Revision:   Not in VersionControl
Variant:    H745XI
Units used: mm

Designator Comment                Layer       Footprint                                          Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                                                            
C155       Capacitor              TopLayer    C0805                                              30.6070      23.8250      90       "Capacitor, MLCC, 10uF, 25V, X5R, 10%, 0805, T=0,85mm"                                                                                                                                 
C75        Capacitor              TopLayer    C0603                                              39.3192      54.7538      360      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C18        Capacitor              TopLayer    C0603                                              53.9719      76.4510      270      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C63        Capacitor              TopLayer    C0402                                              36.9059      55.6659      270      "Capacitor, MLCC, 4.7uF, 6V3, X5R, 20%, 0402, T=0,5mm"                                                                                                                                 
C16        Capacitor              TopLayer    C0402                                              52.9051      76.6287      90       "Capacitor, MLCC, 4.7uF, 6V3, X5R, 20%, 0402, T=0,5mm"                                                                                                                                 
C161       Capacitor              TopLayer    C0805                                              83.3620      20.8018      270      "Capacitor, MLCC, 10uF, 25V, X5R, 10%, 0805, T=0,85mm"                                                                                                                                 
C168       Capacitor              TopLayer    C0402                                              81.7850      20.6979      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C172       Cap_POL_TANA           TopLayer    CPOL_VISHAY_TANTAL-595D_1407_H220                  86.1918      16.7480      360      "Capacitor, Tantalum, 4.7uF, 16V, +/-10%, 595D case A"                                                                                                                                 
C184       Capacitor              TopLayer    C0402                                              65.5051      59.1820      180      "Capacitor, MLCC, 220pF, 50V, NPO, 5%, 0402, T=0,5mm"                                                                                                                                  
C156       Capacitor              TopLayer    C0805                                              80.2640      23.8506      270      "Capacitor, MLCC, 10uF, 25V, X5R, 10%, 0805, T=0,85mm"                                                                                                                                 
C154       Capacitor              TopLayer    C0805                                              68.0974      24.5618      270      "Capacitor, MLCC, 10uF, 25V, X5R, 10%, 0805, T=0,85mm"                                                                                                                                 
C181       Capacitor              BottomLayer C0402                                              37.9443      82.6486      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C50        Capacitor              TopLayer    C0402                                              66.7481      61.2617      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C70        Capacitor              TopLayer    C0402                                              62.9074      55.2450      90       "Capacitor, MLCC, 1.5pF, 50V, NPO, +-0.25pF, 0402, T=0,5mm"                                                                                                                            
C62        Capacitor              TopLayer    C0402                                              62.9074      56.8119      270      "Capacitor, MLCC, 1.5pF, 50V, NPO, +-0.25pF, 0402, T=0,5mm"                                                                                                                            
C173       Cap_POL_TANA           TopLayer    CPOL_VISHAY_TANTAL-595D_1407_H220                  71.9074      12.9794      270      "Capacitor, Tantalum, 4.7uF, 16V, +/-10%, 595D case A"                                                                                                                                 
C121       Capacitor              TopLayer    C0402                                              94.9239      36.3469      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C163       Capacitor              TopLayer    C0603                                              106.0219     20.9009      90       "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C162       Capacitor              TopLayer    C0603                                              104.6249     20.9009      90       "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C153       Capacitor              TopLayer    C0402                                              92.0750      26.8219      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C141       Capacitor              TopLayer    C0402                                              92.0750      29.8011      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C160       Capacitor              TopLayer    C0402                                              92.0750      23.2910      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C165       Capacitor              TopLayer    C0402                                              103.5149     20.8529      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C143       Capacitor              TopLayer    C0402                                              105.6841     29.5519      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C130       Capacitor              TopLayer    C0402                                              92.0750      32.6890      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C135       Capacitor              TopLayer    C0402                                              92.0750      31.7520      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C140       Capacitor              TopLayer    C0402                                              105.6841     30.4409      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C166       Capacitor              TopLayer    C0402                                              100.5299     20.8529      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C139       Capacitor              TopLayer    C0402                                              92.0750      30.7840      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C146       Capacitor              TopLayer    C0402                                              92.0750      27.8630      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C164       Capacitor              TopLayer    C0402                                              99.6409      20.8549      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C116       Capacitor              TopLayer    C0402                                              99.0338      36.4310      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C117       Capacitor              TopLayer    C0402                                              99.9228      36.4310      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C145       Capacitor              TopLayer    C0402                                              92.0750      28.8290      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C118       Capacitor              TopLayer    C0402                                              98.1200      36.4279      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C175       Capacitor              TopLayer    C0603                                              91.5924      12.9564      270      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C108       Capacitor              TopLayer    C1206_H1P15                                        104.2639     36.5498      270      "Capacitor, MLCC, 2.2uF, 16V, X7R, 10%, 1206, T=1,15mm"                                                                                                                                
C107       Capacitor              TopLayer    C1206_H1P15                                        92.5830      36.5498      270      "Capacitor, MLCC, 2.2uF, 16V, X7R, 10%, 1206, T=1,15mm"                                                                                                                                
C124       Capacitor              TopLayer    C0402                                              90.8020      34.7950      270      "Capacitor, MLCC, 10nF, 16V, X7R, 10%, 0402, T=0.5mm"                                                                                                                                  
C122       Capacitor              TopLayer    C0402                                              85.3410      36.1919      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C126       Capacitor              TopLayer    C0603                                              85.0870      34.2869      180      "Capacitor, MLCC, 1uF, 6V3, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C112       Capacitor              TopLayer    C0603                                              88.7699      37.8430      360      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C106       Capacitor              TopLayer    C0402                                              89.0209      39.0700      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C115       Capacitor              TopLayer    C0603                                              102.3010     36.5249      270      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C169       Capacitor              TopLayer    C0402                                              97.7260      20.0099      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C167       Capacitor              TopLayer    C0402                                              92.7730      21.1529      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C179       Capacitor              TopLayer    C0402                                              96.3422      7.5184       270      "Capacitor, MLCC, 100pF, 50V, NPO, 5%, 0402, T=0,5mm"                                                                                                                                  
C48        Capacitor              TopLayer    C0402                                              23.7790      61.1980      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C49        Capacitor              TopLayer    C0402                                              26.0650      61.1980      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C81        Capacitor              TopLayer    C0402                                              18.6690      51.2310      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C84        Capacitor              TopLayer    C0402                                              18.6690      48.4020      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C47        Capacitor              TopLayer    C0402                                              22.7630      61.1980      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C72        Capacitor              TopLayer    C0402                                              30.0578      55.0210      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C102       Capacitor              TopLayer    C0402                                              22.6560      43.3319      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C74        Capacitor              TopLayer    C0402                                              18.6690      55.3659      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C73        Capacitor              TopLayer    C0402                                              30.8658      55.0210      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C101       Capacitor              TopLayer    C0402                                              24.1089      43.3680      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C94        Capacitor              TopLayer    C0402                                              18.6690      45.9631      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C64        Capacitor              TopLayer    C0402                                              18.6690      56.3159      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C76        Capacitor              TopLayer    C0402                                              18.6690      53.9750      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C15        capacitor              TopLayer    C0402                                              31.0739      77.3430      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C38        Capacitor              TopLayer    C0402                                              31.1579      66.5480      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C58        Capacitor              TopLayer    C0603                                              84.5180      56.8960      270      Capacitor,470pF,100V,X7R,10%,0603                                                                                                                                                      
C82        Capacitor              TopLayer    C0603                                              90.0400      49.1459      270      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C37        Capacitor              TopLayer    C1206_H1P6                                         80.6419      65.9099      180      "Capacitor, MLCC, 1nF, 2KV, X7R, 10%, 1206, T=1,25mm"                                                                                                                                  
C30        Capacitor              TopLayer    C0603                                              84.5050      68.2490      360      Capacitor,100nF,50V,X7R,10%,0603                                                                                                                                                       
C92        Capacitor              TopLayer    C0603                                              88.7339      45.4599      90       Capacitor,10nF,100V,X7R,10%,0603                                                                                                                                                       
C32        Capacitor              TopLayer    C0603                                              73.3519      67.9341      360      Capacitor,22nF,50V,X7R,10%,0603                                                                                                                                                        
C34        Capacitor              TopLayer    C0603                                              73.3798      66.6900      180      Capacitor,10nF,50V,X7R,10%,0603                                                                                                                                                        
C28        Capacitor              TopLayer    C0603                                              71.0430      68.6740      90       Capacitor,100pF,50V,X7R,10%,0603                                                                                                                                                       
C91        Capacitor              TopLayer    C0603                                              85.8970      45.4629      270      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C26        Capacitor              TopLayer    C0603                                              73.3039      70.9770      180      Capacitor,1uF,25V,X5R,10%,0603                                                                                                                                                         
C59        Capacitor              TopLayer    C0603                                              87.1111      56.8800      270      Capacitor,100nF,50V,X7R,10%,0603                                                                                                                                                       
C61        Capacitor              TopLayer    C0603                                              89.6511      56.8800      270      Capacitor,1uF,25V,X5R,10%,0603                                                                                                                                                         
C60        Capacitor              TopLayer    C0603                                              88.3811      56.8800      270      Capacitor,100nF,50V,X7R,10%,0603                                                                                                                                                       
C90        Capacitor              TopLayer    C0603                                              83.2358      45.7454      270      Capacitor,100nF,50V,X7R,10%,0603                                                                                                                                                       
C5         Capacitor              TopLayer    C0805                                              60.5180      84.7519      270      "Capacitor, MLCC, 47uF, 10V, X5R, 20%, 0805, T=1,25mm"                                                                                                                                 
C11        Capacitor              TopLayer    C0805                                              58.7400      79.9920      90       "Capacitor, MLCC, 47uF, 10V, X5R, 20%, 0805, T=1,25mm"                                                                                                                                 
C3         Capacitor              TopLayer    C0805                                              56.9620      84.7519      270      "Capacitor, MLCC, 47uF, 10V, X5R, 20%, 0805, T=1,25mm"                                                                                                                                 
C93        Capacitor              TopLayer    C0603                                              84.5030      45.4119      270      Capacitor,10nF,100V,X7R,10%,0603                                                                                                                                                       
C4         Capacitor              TopLayer    C0805                                              58.7400      84.7519      270      "Capacitor, MLCC, 47uF, 10V, X5R, 20%, 0805, T=1,25mm"                                                                                                                                 
C7         Capacitor              TopLayer    C0603                                              62.0420      84.7519      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0603, T=0,8mm"                                                                                                                                 
C21        Capacitor              TopLayer    C1210                                              85.5726      75.0316      180      "Capacitor,4.7uF,100V, X7S,20%,1210"                                                                                                                                                   
C12        Capacitor              TopLayer    C0603                                              60.4490      80.1060      90       Capacitor,560pF,16V,X7R,10%,0603                                                                                                                                                       
C1         Capacitor              TopLayer    C1210                                              85.3694      84.3280      270      "Capacitor,4.7uF,100V, X7S,20%,1210"                                                                                                                                                   
C2         Capacitor              TopLayer    C1210                                              88.5160      84.3250      270      "Capacitor,4.7uF,100V, X7S,20%,1210"                                                                                                                                                   
C6         Capacitor              TopLayer    C0805                                              82.6262      84.4804      270      Capacitor,100nF,100V,X7R,10%,0805                                                                                                                                                      
C10        Capacitor              TopLayer    C1206_H1P6                                         91.1860      79.6028      270      "Capacitor, MLCC, 1nF, 2KV, X7R, 10%, 1206, T=1,25mm"                                                                                                                                  
C20        Capacitor              TopLayer    C0603                                              91.8179      76.0700      270      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C13        Capacitor              TopLayer    C0603                                              112.2649     79.8799      180      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C23        Capacitor              TopLayer    C0603                                              120.6470     75.1809      360      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C17        Capacitor              TopLayer    C0603                                              115.5670     76.9590      180      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C22        Capacitor              TopLayer    C0603                                              115.5670     75.3080      180      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C19        Capacitor              TopLayer    C0603                                              90.4210      76.0700      270      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C8         Capacitor              TopLayer    C0603                                              112.2649     84.1980      360      Capacitor,1nF,100V,X7R,10%,0603                                                                                                                                                        
C9         Capacitor              TopLayer    C0805                                              112.9000     82.0389      270      Capacitor,100nF,100V,X7R,10%,0805                                                                                                                                                      
C104       Capacitor              TopLayer    C0402                                              51.3839      41.7568      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C98        Cap_POL_TANA           TopLayer    CPOL_VISHAY_TANTAL-595D_1407_H220                  50.9999      43.9969      180      "Capacitor, Tantalum, 4.7uF, 16V, +/-10%, 595D case A"                                                                                                                                 
C103       Capacitor              TopLayer    C0603                                              72.4939      42.0289      180      "Capacitor, MLCC, 10nF, 50V, X7R, 10%, 0603, T=0.8mm"                                                                                                                                  
C105       Capacitor              TopLayer    C1206_H1P25                                        72.4169      40.2760      180      "Capacitor, MLCC, 4.7uF, 50V, X7R, 10%, 1206, T=1,27mm"                                                                                                                                
C129       Capacitor              TopLayer    C0603                                              78.3257      32.6769      180      "Capacitor, MLCC, 10nF, 50V, X7R, 10%, 0603, T=0.8mm"                                                                                                                                  
C137       Capacitor              TopLayer    C0402                                              78.3488      31.3200      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C123       Cap_POL_TANA           TopLayer    CPOL_VISHAY_TANTAL-595D_1407_H220                  79.1129      34.6039      360      "Capacitor, Tantalum, 4.7uF, 16V, +/-10%, 595D case A"                                                                                                                                 
C174       Capacitor              TopLayer    C0402                                              42.1640      10.2362      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C170       Capacitor              TopLayer    C0402                                              44.1025      18.8681      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C176       Capacitor              TopLayer    C0402                                              51.2064      10.1600      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C171       Capacitor              TopLayer    C0402                                              53.0352      18.8579      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C69        Capacitor              TopLayer    C0402                                              96.2660      55.2699      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C89        Capacitor              TopLayer    C0603                                              95.0720      46.3570      360      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C86        Capacitor              TopLayer    C0402                                              95.0339      47.4470      0        "Capacitor, MLCC, 470pF, 50V, NPO, 5%, 0402, T=0,5mm"                                                                                                                                  
C97        Capacitor              TopLayer    C0402                                              101.0359     44.5920      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C66        Capacitor              TopLayer    C0603                                              100.0069     55.4680      270      "Capacitor, MLCC, 10pF, 50V, NPO, 5%, 0603, T=0,8mm"                                                                                                                                   
C65        Capacitor              TopLayer    C0603                                              98.2469      55.4680      270      "Capacitor, MLCC, 10pF, 50V, NPO, 5%, 0603, T=0,8mm"                                                                                                                                   
C67        Capacitor              TopLayer    C0603                                              102.9200     55.4680      270      "Capacitor, MLCC, 10pF, 50V, NPO, 5%, 0603, T=0,8mm"                                                                                                                                   
C56        Capacitor              TopLayer    C0402                                              97.2310      57.8429      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C120       Capacitor              TopLayer    C0603                                              37.9979      36.5760      180      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C157       Capacitor              TopLayer    C0402                                              51.2999      23.9139      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C159       Capacitor              TopLayer    C0603                                              43.6110      23.4739      90       "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C158       Capacitor              TopLayer    C0402                                              52.2018      23.9139      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C110       Capacitor              TopLayer    C0603                                              21.5819      37.4259      270      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C111       Capacitor              TopLayer    C0603                                              22.8519      37.4259      270      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C109       Capacitor              TopLayer    C0603                                              20.3119      37.4259      270      "Capacitor, MLCC, 2.2uF, 10V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                 
C148       Capacitor              TopLayer    C0603                                              23.6040      27.0231      270      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C183       Capacitor              BottomLayer C0402                                              24.2486      6.8217       180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C147       Capacitor              TopLayer    C0603                                              22.3340      27.0231      270      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C113       Capacitor              TopLayer    C0402                                              25.2778      37.4061      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C114       Capacitor              TopLayer    C0402                                              26.1668      37.4061      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C150       Capacitor              TopLayer    C0603                                              26.1440      27.0231      90       "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C149       Capacitor              TopLayer    C0603                                              24.8740      27.0231      90       "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C142       Capacitor              TopLayer    C0603                                              19.8620      29.3370      360      "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C151       Capacitor              TopLayer    C0603                                              27.4140      27.0231      270      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C132       Capacitor              TopLayer    C0603                                              29.7099      32.3459      180      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C138       Capacitor              TopLayer    C0603                                              19.8620      30.6070      0        "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C127       Capacitor              TopLayer    C0402                                              19.8620      33.6850      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C125       Capacitor              TopLayer    C0603                                              19.8620      34.6710      0        "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C136       Capacitor              TopLayer    C0402                                              29.7099      31.3299      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C134       Capacitor              TopLayer    C0603                                              19.8620      31.8770      0        "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
C152       Capacitor              TopLayer    C0402                                              29.7099      27.6860      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C144       Capacitor              TopLayer    C0603                                              29.7099      28.7419      180      "Capacitor, MLCC, 4.7uF, 16V, X5R, 10%, 0603, T=0.8mm"                                                                                                                                 
C128       Capacitor              TopLayer    C0402                                              19.8620      32.9230      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
B2         SW-PUSH-CMS_BLACK      BottomLayer SWI_WEALTHMETAL_TD-0341_4P_BLACK                   45.8146      82.5286      90       "Non-Open Push-Button 0.1A 24V BLACK"                                                                                                                                                  
B1         SW-PUSH-CMS_BLUE       BottomLayer SWI_WEALTHMETAL_TD-0341_4P_BLUE                    27.0186      82.5286      90       "Non-Open Push-Button 0.1A 24V BLUE"                                                                                                                                                   
R85        Resistor               TopLayer    R1206_H0P55                                        92.3544      59.6646      180      Resistor,0.47R,1206,1%                                                                                                                                                                 
U11        ??                     TopLayer    ICC_P-WFBGA153_13X11P5_P050                        45.8775      32.7268      270      "4G MultiMediaCard (MMC) controller and NAND Flash"                                                                                                                                    
U33        RK043FN48H-CT672B      BottomLayer LCD_ROCKTEK_RK043FN48H-CT672B_40P_P080_FLEX-FOLDED 65.0000      44.0000      0        "4.3 inch TFT 480*272 pixels with LED Backlight and Capacitive touch panel, high luminance"                                                                                            
R25        Resistor               TopLayer    R0402                                              54.4830      74.3199      270      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R177       Resistor               TopLayer    R0402                                              43.5579      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
C68        Capacitor              TopLayer    C0603                                              101.2360     55.4660      270      "Capacitor, MLCC, 10pF, 50V, NPO, 5%, 0603, T=0,8mm"                                                                                                                                   
R91        Resistor               TopLayer    R0402                                              101.2360     57.8399      90       Resistor,49R9,0402,1%,1/16W                                                                                                                                                            
C51        Capacitor              TopLayer    C0603                                              96.5248      60.7969      360      Capacitor,22nF,50V,X7R,10%,0603                                                                                                                                                        
R40        Resistor               TopLayer    R0402                                              57.2993      72.0059      90       Resistor,33R,0402,1%,1/16W                                                                                                                                                             
CN11       "Header 2x1"           TopLayer    CON_988-JIUBABA_PHFS25-11-02-G0B115-T-1            54.6100      3.8100       270      "Header, 2x1, 2.54mm, VR, TH, Height 6mm/3mm"                                                                                                                                          
U29        ESD-TRANSIL-DUAL-BIDIR TopLayer    DIO_SOT323                                         47.6758      3.5170       0        "Automotive dual-line Transil, transient voltage suppressor
(TVS) for CAN bus. Compliant with interfaces in automotive: CAN-FD, LIN, FlexRay, MOST, SENT, USB"                         
U30        ESD-TRANSIL-DUAL-BIDIR TopLayer    DIO_SOT323                                         57.9224      3.5170       0        "Automotive dual-line Transil, transient voltage suppressor
(TVS) for CAN bus. Compliant with interfaces in automotive: CAN-FD, LIN, FlexRay, MOST, SENT, USB"                         
SB43       SB_ON                  BottomLayer SOLDER-BRIDGE_R0603-0R                             41.8999      64.6883      90       "Solder Bridge ON"                                                                                                                                                                     
SB46       SB_ON                  TopLayer    SOLDER-BRIDGE_R0603-0R                             67.0584      59.4749      90       "Solder Bridge ON"                                                                                                                                                                     
R67        Resistor               BottomLayer R0402                                              48.5140      77.9526      270      Resistor,1K5,0402,1%,1/16W                                                                                                                                                             
R83        Resistor               TopLayer    R0402                                              61.4119      61.2899      360      Resistor,51R,0402,1%,1/16W                                                                                                                                                             
